eng_strain,eng_stress_MPa,true_strain,true_stress_MPa,hardening_rate_MPa
NaN,NaN,NaN,NaN,NaN
1.00115300361026e-06,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
9.6993703979642e-06,NaN,9.69932335943383e-06,0.371769663655622,NaN
2.34787218895693e-05,NaN,2.34784462687083e-05,4.79927451471039,NaN
4.25053638131168e-05,NaN,4.25044604857941e-05,6.84416605560174,NaN
7.52435286393016e-05,NaN,7.52406979869608e-05,9.43004859808677,NaN
9.33418778368278e-05,12.6569444209744,9.3337521754902e-05,12.6581258439343,NaN
0.000118143230447565,16.5435895702722,0.000118136252085784,16.5455440833873,NaN
0.000146668682113216,20.4809300910827,0.000146657927313725,20.4839340021076,NaN
0.000181605139516261,24.3506767832097,0.00018158865129902,24.3550989912642,NaN
0.000203351176307764,28.8287679334877,0.000203330503259804,28.8346302973585,NaN
0.00023842478293612,33.2561637122531,0.000238396364264706,33.2640928058674,NaN
0.000282082467730094,37.7849502340436,0.00028204268995098,37.7956087060487,NaN
0.000323276675733952,42.9558781283269,0.000323224433088236,42.9697647618114,NaN
0.000347417030175379,48.2450952228062,0.000347356694852941,48.261856390509,NaN
0.000380308970695076,53.5681092316272,0.000380236671568628,53.5884816641111,NaN
0.000425711296207609,58.8066309545938,0.000425620706862745,58.8316656016831,NaN
0.000470864158506057,64.4169187353195,0.000470753336764706,64.4472503535533,NaN
0.000494317555999491,69.6385420011153,0.000494195421323529,69.6729655550007,NaN
0.000528986929950293,75.4009158963787,0.000528847065686274,75.4408019953941,NaN
0.00057862980662815,80.7408283623705,0.00057846246495098,80.7875474122729,NaN
0.000609937360944501,86.0807408283624,0.000609751424754902,86.1332446882514,NaN
0.00064504134435639,91.8431147236257,0.000644833394607844,91.9023573298169,NaN
0.000689729138873885,97.132331818105,0.000689491385049021,97.1993268176867,NaN
0.000728352005135102,102.844010341856,0.000728086885539216,102.918916983004,NaN
0.00077352523802765,108.82606418034,0.000773226221568628,108.910243887539,NaN
0.00082474665560972,114.656031904287,0.000824406738970588,114.750594083146,NaN
0.000871495748595574,120.41840579955,0.000871116216666666,120.523349928257,NaN
0.000911895103161253,125.961099751593,0.000911479579411765,126.075963061645,NaN
0.000942213662265656,132.010747418761,0.000941770057598039,132.135129748545,NaN
0.000978478172970254,137.722425942511,0.000977999775245099,137.857184330225,NaN
0.00102336537573389,142.572283150548,0.00102284209436275,142.718186688664,NaN
0.00106867774940911,148.114977102591,0.00106810711985294,148.273264282974,NaN
0.00111865798233923,153.843554083512,0.00111803275073529,154.015652403319,NaN
0.00113148918426997,158.963786606283,0.00113084953284314,159.143652411518,NaN
0.00116215054503588,164.286800615104,0.00116147577083333,164.477726609981,NaN
0.00123780834507015,169.846393024317,0.00123704289191176,170.056630306982,NaN
0.00127332136677993,175.0173209186,0.00127251138063725,175.240174212882,NaN
0.00130598724486397,180.255842641567,0.00130513518529412,180.491254472869,NaN
0.00133581748861489,185.207090592629,0.00133492607818627,185.454493463258,NaN
0.00136826032988968,190.056947800666,0.00136732511470588,190.316995182761,NaN
0.0014111154247447,195.396860266658,0.0014101207370098,195.672587790127,NaN
0.0014427708512148,200.196022103182,0.00144173105735294,200.484859088402,NaN
0.00147758599257419,204.403737938726,0.00147649543651961,204.705762038734,NaN
0.00152152992002241,209.304290518276,0.00152037356617647,209.622753258688,NaN
0.00155706835640301,214.052756983287,0.00155585738235294,214.386051757787,NaN
0.00160071169992682,218.784324991128,0.00159943192647059,219.134535619902,NaN
0.00163956989697733,223.583486827653,0.00163822726960784,223.950067582116,NaN
0.00166853807837652,228.112273349443,0.00166714761519608,228.492887363672,NaN
0.00169550372418792,232.860739814455,0.00169406798039216,233.255556066027,NaN
0.00173888066882788,237.220541764537,0.00173737056617647,237.63303997886,NaN
0.00178895539737822,241.59724217179,0.00178735712254902,242.029448862165,NaN
0.00182268874320513,246.768170066073,0.00182102966176471,247.217951631834,NaN
0.00184092635707556,250.43513527215,0.00183923392892157,250.89616791341,NaN
0.00188808636375426,254.794937222232,0.00188630616911765,255.276012068755,NaN
0.00194079921901258,259.27302837251,0.00193891830147059,259.776225263486,NaN
0.00197588417294758,263.582134951079,0.00197393468137255,264.102942719801,NaN
0.00201165267849324,267.958835358332,0.00200963201470588,268.497875467206,NaN
0.00204732910840022,272.589012623147,0.00204523618627451,273.147092043321,NaN
0.00207361004026874,276.627743886983,0.00207146307843137,277.201361954124,NaN
0.00211950094640656,281.105835037261,0.00211725797303921,281.701639120663,NaN
0.00215889704013605,285.262855501293,0.00215656997058824,285.878708635695,NaN
0.00219710488973801,289.183297564932,0.00219469478431373,289.818663602043,NaN
0.0022356660371905,293.391013400477,0.00223317065441176,294.046937724753,NaN
0.00227110554986609,297.869104550755,0.0022685304877451,298.545596727233,NaN
0.00230902115118892,301.806445071565,0.00230635945833333,302.5033225368,NaN
0.00234938801174356,306.014160907109,0.00234663251470588,306.733106908168,NaN
0.0023851693395982,310.103587542457,0.0023823293382353,310.843237111563,NaN
0.00242351279941855,314.260608006489,0.00242058082843137,315.022222612346,NaN
0.00246598059470271,318.671105328084,0.00246294505392157,319.456942089915,NaN
0.00250410473722407,322.659141220407,0.00250097469117647,323.467113504445,NaN
0.00254207559411945,326.816161684438,0.00253884998529412,327.64695307282,NaN
0.00258761498158755,330.702806833736,0.00258427287009804,331.558538371152,NaN
0.00263402676536684,334.200787468104,0.00263056379656863,335.081081287302,NaN
0.00268681492949141,338.087432617402,0.00268321189460784,338.995810978832,NaN
0.0027399633053804,341.754397823479,0.00273621644852941,342.690792332967,NaN
0.00279325391619656,345.624144515606,0.00278936003186274,346.589560510806,NaN
0.00284808464050657,349.409398921878,0.00284403653186275,350.404546464196,NaN
0.00290564200998222,353.008770299272,0.00290142879166667,354.034487412145,NaN
0.0029632212057622,356.844720077057,0.00295883951960784,357.902129918754,NaN
0.00302787560907603,360.342700711425,0.00302330082598039,361.433773585818,NaN
0.00308157037482792,363.908275174477,0.00307683206862745,365.029684134409,NaN
0.00314959506977774,367.186575865623,0.00314464548529412,368.343064894658,NaN
0.00322878454261644,370.363485813745,0.00322358321078431,371.55930971189,NaN
0.00330994702526621,373.286918904304,0.00330448120833333,374.522478831102,NaN
0.00339305650893507,376.886290281697,0.00338731308088235,378.165086762066,NaN
0.00345806250414071,379.860418743769,0.00345209715441176,381.173999814634,NaN
0.0035355680184288,382.597968805448,0.00352933259068627,383.950669947872,NaN
0.00364054815282699,385.572097267519,0.00363393739705882,386.975791054008,NaN
0.0037289993568439,388.427936529395,0.003722063875,389.876384054893,NaN
0.00383287671455323,390.962705105024,0.00382554995833334,392.46121695368,NaN
0.00393588213135221,393.497473680653,0.00392815681127451,395.046233356045,NaN
0.00406161981202824,396.18432837082,0.00405339370098039,397.793478488146,NaN
0.0041787834734015,398.296635517177,0.00417007660539216,399.961030915188,NaN
0.00429710888242929,400.290653463339,0.00428790267401961,402.01074598589,NaN
0.00442450180741316,402.436757524038,0.00441474247549019,404.217339685073,NaN
0.00455529001818022,404.971526099667,0.00454494608578431,406.816288850156,NaN
0.00467683039450995,406.492387245045,0.00466592800245098,408.393483196849,NaN
0.00485111320393283,408.75678050594,0.00483938447058823,410.739705921049,NaN
0.00497842679685001,410.260743194146,0.00496607540686275,412.30319627176,NaN
0.00512992208808916,412.30545651182,0.00511680886519608,414.42055138022,NaN
0.00530298749946856,413.978403771736,0.00528897617401961,416.173726071987,NaN
0.00547623627885185,415.651351031651,0.00546129621568628,417.927556039524,NaN
0.00562174518923664,417.20600909137,0.00560600215441176,419.5514349659,NaN
0.00578636816367295,418.338205721818,0.00576969143627451,420.758864597054,NaN
0.00596260503567114,419.740777666999,0.00594489905392157,422.243526141593,NaN
0.00612452401135521,420.872974297447,0.00610584534068627,423.450620934262,NaN
0.00633061386647737,422.495226185849,0.00631065970098039,425.169880323262,NaN
